Word,Average Proportion (Comedy),Average Proportion (Thriller)
daniel,4.319245389050433e-05,5.8266707540144726e-05
abandon,2.763391088240211e-05,3.59419157485038e-05
less,9.311622889083366e-05,0.00012699800178418946
go,0.0062890333870947585,0.006241164118737425
negoti,2.063629914337895e-05,7.499850426926078e-05
butcher,1.1706772752196992e-05,2.0564839306840087e-05
sudden,3.660911973349612e-05,3.8332521094763285e-05
templ,4.40009869363985e-06,1.3347709845483547e-05
ii,0.0001625056316332316,3.53669237461903e-05
alex,4.3528317526596244e-05,3.710814685723629e-05
deal,0.0003521866075354466,0.00044622195142637384
rememb,0.0006005495624812081,0.0008236319432614017
polic,0.00013178324620919486,0.0003731460115563928
gasolin,1.844445046161629e-05,5.577851795185232e-06
luggag,1.2414524153192868e-05,1.1669576426801688e-05
smooth,1.869950047028272e-05,2.4154392786078503e-05
declar,2.23820592561804e-05,1.341450506132258e-05
chase,5.925677248956779e-05,0.0001104240223294059
host,2.1861149585748623e-05,2.3203112301392813e-05
uptown,1.217733938014737e-05,8.248506088786499e-06
heavi,5.9531633601740054e-05,5.467546792955251e-05
tenni,1.558286134881712e-05,9.9916143057135e-06
picard,0.0,2.6948176958395782e-05
success,6.652237616919474e-05,4.0181898597266665e-05
as,0.0023573043652960193,0.0024378310139966278
heroin,1.1832048565028572e-05,1.6627724966915803e-05
hi,0.00257651976826008,0.002804081996839398
seduc,2.025155328439248e-05,7.621449417718144e-06
den,2.6776864074511278e-06,2.1255636541136287e-05
accur,6.399429751571188e-06,2.0420393599677215e-05
parasit,1.3235240232626316e-05,1.5098716775218985e-05
fiddl,1.1747393642058648e-05,4.359789544101688e-06
altern,2.1402472711085715e-05,2.8980905816072998e-05
chees,2.660880940497107e-05,1.5701244484514794e-05
flatter,2.413745891379787e-05,2.2026614361757802e-05
lloyd,9.383639358794586e-05,1.3416823814624895e-05
collector,6.688707753072932e-06,8.474300754969217e-06
athlet,1.4996336028716291e-05,7.093327143903376e-06
useless,2.153772831699738e-05,2.041676232059789e-05
yeh,4.166765527764511e-05,2.9335406368713076e-06
lawsuit,6.61726782313233e-06,8.197176323201265e-06
guitar,2.638995918546617e-05,6.959581458314768e-06
apart,0.00016372139537573682,0.00017712327814033756
strong,6.152086764357575e-05,8.468910647164093e-05
ditch,1.9177245146827676e-05,1.809996569503966e-05
doc,7.653536113103007e-05,6.488743379333164e-05
wors,0.00012126709105948356,0.00014530133971181185
trigger,9.088580215929825e-06,5.067517437597091e-05
mister,0.00012392653915442174,0.0001405600021908698
request,2.987395225159173e-05,7.265414778865402e-05
direct,8.251451527512242e-05,8.956542431508443e-05
telephon,4.8589137241845863e-05,4.347127938699892e-05
expir,5.9264516936203e-06,1.0624627968102953e-05
blond,5.399103384877925e-05,3.7235576196189914e-05
energi,5.524689826698622e-05,4.6217756972455274e-05
eh,0.00015361011827250275,9.580719877909029e-05
damag,3.885033089135489e-05,7.652005830608776e-05
across,7.471333986607193e-05,0.00010481240353796097
anni,6.301288277009983e-05,5.091120344510168e-05
eleven,5.4169396182396964e-05,6.39802531716979e-05
episod,3.5264258464551885e-05,1.5778454296344494e-05
reliant,0.0,1.5007680180332068e-05
jason,4.122099933316541e-05,0.00011836246945451898
get,0.005562292637072873,0.005857796164714048
duh,9.706406460223308e-06,6.623861039805485e-06
victori,2.1045337191520303e-05,6.977314395997889e-06
speci,1.4303520104378948e-05,2.7158137475518135e-05
includ,4.097943037359187e-05,5.575696178980679e-05
time,0.002414338180374625,0.002609589091632144
imagin,0.00012867153576812495,0.00012126985687041014
hang,0.0001703890025249272,0.0001915416615040027
estat,1.84624550712594e-05,2.441532441972067e-05
full,0.0001553544390369535,0.00017878347525079582
sleep,0.00032263299239949076,0.00040414951829562573
receiv,3.83898383387658e-05,5.002123529160507e-05
grei,5.295377832953383e-06,1.5038149203842614e-05
belief,1.8102993943191106e-05,1.6970780657869198e-05
itali,1.8757042653572182e-05,9.505954317422784e-06
separ,3.1052286553797116e-05,3.436609616232845e-05
claw,6.48688881321654e-06,2.2126412082548522e-05
circuit,1.5051064795896242e-05,1.705724698717682e-05
memo,6.580722022763158e-06,1.1182350766835022e-05
monei,0.0007346078006826465,0.0008387468797879988
anna,4.4892385091077444e-05,3.0801991150770465e-05
term,3.516019248448447e-05,3.5002495511788205e-05
drunk,8.965932828345701e-05,8.141121250307447e-05
everydai,1.1632431716694736e-05,2.5299278177314343e-05
haldeman,0.0,1.1089117694350632e-05
frozen,2.2569279284187187e-05,8.217363483238818e-06
castro,4.9048031770578956e-06,5.4496083330877636e-06
soup,4.304824353443008e-05,1.476690172853038e-05
mornin,1.1847222335439097e-05,1.0375276109599578e-05
starship,3.520036045168421e-06,3.1518878057110973e-05
dawn,1.808482099944436e-05,2.092267120770084e-05
curtain,2.211314887626677e-05,6.355682811004641e-06
pipe,1.9677378972997743e-05,1.6854535622635866e-05
twist,3.174277158336389e-05,3.9186477586722164e-05
downtown,4.470471648287443e-05,3.4347624379331246e-05
drive,0.00026101282089374813,0.0003506642812097422
tank,2.2271107790134346e-05,2.7759573503408015e-05
servant,1.8265845994842857e-05,1.2909995672072171e-05
circumst,1.9469220089052265e-05,2.811934977539726e-05
town,0.0002487388597589466,0.0002888949061450275
beat,0.00017131716404549172,0.00020121236021522786
wooden,5.7304792854706765e-06,1.1165074487624472e-05
thursdai,7.235563373102631e-05,1.825419279250464e-05
ordinari,2.2691929380351263e-05,3.418147685844093e-05
acid,1.0244685087752631e-05,2.0922421513318174e-05
must,0.0007627031702455978,0.0007525094727842891
literatur,8.111351557272694e-06,4.518543389565823e-06
carol,1.530248812264812e-05,6.725076159240928e-06
homework,3.87679428682609e-05,2.364259183563924e-05
present,0.00012193937879796603,9.209976385190721e-05
lunat,2.261489797256015e-05,1.9466723170148527e-05
lifestyl,5.473659726394612e-06,6.2450938077848106e-06
rat,3.982770077808029e-05,7.509590091888439e-05
satisfi,3.087358620861877e-05,3.1773215288163506e-05
funni,0.000306266603105903,0.0002093551478689922
gang,2.8837998096500755e-05,2.1122548130612658e-05
jewelri,1.7957059782331213e-05,1.3516019458605053e-05
develop,3.065614701628095e-05,6.695702824824768e-05
yell,4.788651363573044e-05,2.6573832095810154e-05
stash,5.977798334251098e-06,1.2695645405348946e-05
ab,1.5346072268660147e-05,3.0877606672232068e-06
mm,3.5493709438536096e-05,1.9898284195057385e-05
thumb,2.476329927188283e-05,1.1168796918590715e-05
to,0.025557682692766988,0.02640666052475741
lift,4.706276468418818e-05,4.636663836317172e-05
re,0.00018785987518370284,8.343911662839872e-05
mud,1.858167023998722e-05,1.2353531597955697e-05
taranski,0.0,1.734954474794557e-05
camel,7.254247617104511e-06,1.5437667304645333e-05
cancer,2.488355836649098e-05,5.2362952518549364e-05
valiant,4.71719396691391e-05,1.8361933135255089e-06
leavin,0.0,1.4692723380202103e-05
sand,2.149420720340298e-05,1.4057926385644073e-05
themselv,2.7164870213704725e-05,5.4839060780332307e-05
stai,0.0005392300701450835,0.0007603399435216932
junki,3.093913033654135e-06,1.663093880595296e-05
dinner,0.00022988927107832178,0.0001635437103557684
subject,6.964824508249136e-05,7.551225160500612e-05
ax,1.5177657519897743e-05,1.0352269100290716e-05
thankyou,9.803884822845865e-06,5.427597630200422e-06
squad,2.2041323845953642e-05,4.111961050322869e-05
charl,4.523312936427671e-05,2.4587108788328694e-05
pretend,7.929846910068416e-05,6.881837480523587e-05
mumford,1.4202487707746615e-05,0.0
player,7.395285030129187e-05,3.1074983717165825e-05
sorri,0.0012330069100826698,0.001155981491223246
feet,0.0001253940268450128,0.00012687442072055615
dee,1.5374811981606764e-05,2.0338423227126583e-06
casual,1.1930916683523308e-05,3.999483788935864e-06
check,0.00037465840175470984,0.0004179465371654768
fugit,9.990429168849624e-07,1.2549515236840085e-05
garden,5.478254374471578e-05,3.0308083051414763e-05
million,0.0002449647386553209,0.00024739490122419955
suppos,0.000517168251803324,0.0006169332949386635
observ,2.4752880438548124e-05,4.254941002846981e-05
low,4.909124243186899e-05,0.00010423940374691775
cathol,1.744311757743396e-05,1.0142637241980169e-05
parad,2.2123722732597573e-05,7.017404069294707e-06
confus,7.256909891779361e-05,3.3748083530244715e-05
appli,2.6694905119838897e-05,1.4629747592653586e-05
uhura,1.58401622032609e-05,1.7243334689618147e-05
sane,1.2230328231825564e-05,1.8010301411506328e-05
beverli,1.5904840785626318e-05,1.6056323827203378e-05
princip,4.6468803219817294e-05,6.899564624410548e-06
helen,5.003345948306015e-06,3.7864671287286495e-05
drain,6.737597392682718e-06,9.28586375549325e-06
want,0.00445092121269619,0.004556361570313945
maam,5.24752571729932e-05,5.313428248296034e-05
care,0.0006384742798350346,0.0006606218631160463
tomorrow,0.00041036084960522934,0.00036161692050427295
abus,2.0586468194252755e-05,1.4435375741283986e-05
parent,0.00017928648759195186,0.00016466546388567047
diner,5.710128289579699e-06,1.0487414163113081e-05
proud,0.0001004014387288482,4.934205331031645e-05
squeez,2.3102338729705475e-05,2.7903543774031222e-05
allerg,1.4586849917506766e-05,6.3600006302240504e-06
displai,1.350330804282406e-05,2.305622402860931e-05
rave,1.3888570186697745e-05,7.119092041369198e-06
da,4.391318696796048e-05,9.134970321053416e-05
tabl,0.00011201766370632252,9.138829905352069e-05
kip,0.0,2.553552108980844e-05
string,2.659658868770487e-05,2.510507196924936e-05
ik,2.5172728918676695e-05,2.8915907913240504e-06
microwav,1.3325370426217295e-05,4.826026266304238e-06
tongu,2.8574095171217842e-05,2.8377574199875943e-05
miner,1.2271586207870054e-05,4.4250413259147675e-06
montana,1.247471443218045e-05,1.3764173312864135e-05
ident,1.7098132376709774e-05,2.903837565374894e-05
gaston,2.0243766748633084e-05,0.0
individu,3.8863626698271284e-05,1.9791582984813925e-05
treasur,5.3635503052215786e-05,9.277921846590293e-06
brown,3.074498800165189e-05,5.7727331655047445e-05
delic,1.9667912127144756e-05,9.050258187273418e-06
forbidden,8.345548271760902e-06,1.794309109041983e-05
blah,3.4238008368512026e-05,8.663467775759916e-06
although,4.103204158234586e-05,2.7585299545235866e-05
cold,0.0001461444193531265,0.00015924601798162721
strategi,1.1027220888043609e-05,5.780901779750633e-06
psycholog,2.3975886287747193e-05,2.5525375474433948e-05
fill,8.776105302530053e-05,8.012852009373397e-05
profession,5.9660825493254754e-05,5.62059257867038e-05
rig,1.7947287105363155e-05,3.463979675186371e-05
theori,2.6959529559185976e-05,9.546880609639554e-05
psychiatr,0.0,2.5868015953860754e-05
raw,1.746559840664135e-05,4.0820452755157576e-05
critic,1.943311748507444e-05,1.8471403259571297e-05
contribut,4.473796639604146e-06,1.5306459177140086e-05
fart,1.619930072629624e-05,1.1517557869846835e-05
bitter,1.7539815788883846e-05,1.0183756088325315e-05
lemm,2.7746704639213533e-05,3.3554044380286526e-05
isol,9.802255767045112e-06,2.0843542338532912e-05
drug,7.470908294663909e-05,0.00016387266424858183
also,0.0001943343150225517,0.0001857512474739502
type,9.823401585701016e-05,9.593102216896667e-05
oblig,1.2001177679119551e-05,1.6062397231414133e-05
jen,1.8627997051378193e-05,3.7754131715670885e-06
feder,2.996588718900269e-05,0.00012084665551174557
note,0.00011397263961266806,8.071796641236286e-05
perhap,0.00014957592044823837,0.00015922910689140926
dwayn,1.6401239933738345e-05,2.5989585972898734e-06
wolf,3.765276771678629e-05,1.6296242803028288e-05
central,2.7993996007071176e-05,5.809707944150231e-05
annoi,1.4402511367346617e-05,1.0611351986937133e-05
cycl,1.9282233038142858e-06,1.2123742303974262e-05
accid,7.946647230186629e-05,0.00020518040665146794
puzzl,1.2684037330260903e-05,1.0369986222979738e-05
invis,3.800248889981354e-05,1.696522033987595e-05
ronald,4.429008980605013e-06,1.1783940049018142e-05
mercuri,3.243336956453745e-05,4.1644386919664346e-07
escap,4.7436683191059035e-05,9.034838050574219e-05
damon,3.988296699513609e-05,5.95646272482827e-06
acr,0.0,1.1810629426807172e-05
spy,4.495772967545622e-05,2.3223169340091138e-05
gig,1.777395374420752e-05,1.2356478777799577e-05
armor,1.5798252848752485e-05,1.4975880130478902e-05
gotten,9.452501992218397e-05,0.00010305983896968881
swana,1.6383370878557895e-05,0.0
scene,6.495915865315401e-05,6.598694791578039e-05
marla,0.0,1.520116571225021e-05
penetr,1.83129851070594e-05,1.4934826283480168e-05
shock,5.506101475326241e-05,6.486631927606162e-05
sunk,1.215415476237407e-05,6.219071947108861e-06
iv,0.0018390219895558241,0.0016692829980835084
diari,1.224346793320509e-05,2.2445121914525316e-05
atlant,1.2776143922117999e-05,8.584156688940085e-06
absenc,6.804886100359379e-06,1.104064728625321e-05
corps,8.147966905756516e-06,7.947358995778903e-06
relai,1.2533417223669172e-06,1.4422937366959916e-05
rip,4.4348266657007906e-05,5.36940764783388e-05
bull,3.395454812101623e-05,1.935097517387108e-05
requir,2.2101879791260878e-05,3.2525483914103e-05
buck,0.00013894417643273607,9.656436045134429e-05
complain,3.258825414963739e-05,1.7986526710250624e-05
russia,3.27489383230797e-05,1.0982302895472573e-05
arctic,0.0,1.3881731062380168e-05
schedul,4.195884918649093e-05,3.9699039094891137e-05
casei,0.0,1.2219344109406752e-05
temperatur,1.1260840676221803e-05,1.565203318471983e-05
tree,6.0201800555589303e-05,8.116025006459638e-05
unbeliev,2.2761964316699247e-05,2.4960940275600424e-05
graduat,4.3266080932412575e-05,1.8733627621268353e-05
place,0.0006565065207128406,0.0009429794180024126
communist,4.836021908368606e-06,3.5345620025139157e-06
nine,0.00010443334931078319,9.274193390020885e-05
vulner,1.2612679128769297e-05,1.1611635687761602e-05
hike,8.766859245954134e-06,9.489889558905483e-06
raymond,1.5283312045479702e-05,1.3412721794940926e-05
laura,2.560213009722331e-05,2.860686980643544e-05
manifest,5.761482758794863e-06,1.0840268209233333e-05
cellular,1.3841673402947369e-06,1.30278499980173e-05
repress,1.1709520121059524e-05,5.255761339713081e-06
divid,1.5836529977898246e-05,6.025416713603375e-06
lesson,7.003580068835434e-05,3.7822919454522364e-05
crate,6.331618519983459e-06,1.432284934199831e-05
coin,1.9428195728257736e-05,1.2962423361106943e-05
bachelor,3.681614219237068e-05,3.980588684125738e-06
carl,1.9369769721787048e-05,8.80040568975308e-05
sport,7.524374942488569e-05,2.5677016603173868e-05
simpli,4.002938704880301e-05,4.44280512449618e-05
politician,1.1464878631571932e-05,8.062510383913694e-06
destroi,6.641406289132823e-05,0.00015892316657585272
juno,3.743120063575715e-05,1.9088031136392405e-06
castor,0.0,2.7406850965281433e-05
liter,1.5065073225887072e-05,2.336740036340593e-05
dwight,2.8228360126687973e-05,6.592181842431646e-06
malkovich,5.106336623327143e-05,0.0
cord,6.967919782468422e-06,1.3603275418098735e-05
edmund,0.0,9.663891889263714e-06
walk,0.0003394361736099728,0.00044006010837735314
cake,4.033628266786466e-05,1.8214898784777217e-05
protect,8.594013573823847e-05,0.0001836875666540456
nearest,4.216368384893233e-06,1.1913111828491983e-05
takin,7.12430428389173e-06,1.500623561510973e-05
comrad,4.1538261837743606e-05,2.961742019227004e-06
dai,0.001150213514691391,0.0010963648772787256
tour,3.639305560876767e-05,4.376553724004915e-05
whose,7.397608608071814e-05,7.995761888619662e-05
partial,9.103490204417293e-06,1.6547781147331226e-05
vada,0.00011509045428355864,0.0
delight,2.7636037212627823e-05,1.626222916650297e-05
godfath,6.420462272784713e-06,1.1221492106365402e-05
cheat,5.2568825416051876e-05,3.585020712327173e-05
harmless,1.7272232853509772e-05,7.296976956925318e-06
romant,5.307439959471236e-05,2.532511636742827e-05
pound,5.59595156138558e-05,4.780224712641018e-05
im,0.008169610499851336,0.006980409479049733
violat,2.0872631801765916e-05,3.480519140191097e-05
chief,0.00010167166144168044,0.00012720344399956877
onlin,3.1492343424e-06,1.2626908932764135e-05
pleasur,0.0001181461263642715,7.867932297674979e-05
crystal,1.4406335901619549e-05,1.8581498501951053e-05
luther,1.5250689855141354e-05,1.1676254752425931e-05
festiv,1.0345948227459397e-05,8.035200873423628e-06
along,0.00019875627671917456,0.00019385183222366375
admir,9.351397406589601e-05,0.00011951890313949281
owner,3.1669499533339455e-05,2.6876963720393247e-05
prove,5.960864591173584e-05,0.00015767987775560762
giron,2.808315609741504e-05,0.0
lydia,4.436938641884962e-05,1.2076419228196202e-05
dad,0.0004327067743907819,0.00045909809230838
ultim,2.6933411088431577e-05,2.1609557327683565e-05
hawkin,9.033396466737593e-06,1.2174897361504246e-05
hei,0.0012432470557569041,0.0007237508880852413
father,0.0004787141496481737,0.0006057403407036237
rot,1.550368208880036e-05,1.6061295496640927e-05
doll,3.243933343190225e-05,2.0074165877264135e-05
fountain,9.994855812990224e-06,7.893974239329957e-06
williamson,0.0,1.0940062277743882e-05
horror,1.2953722874532332e-05,2.9236606478732068e-05
ell,2.71758957099406e-05,0.0
media,2.0001060313386982e-05,2.4565448051888186e-05
russian,3.205583400226276e-05,9.180001749244557e-05
carefulli,2.2835576439037593e-05,6.0330486790629534e-05
verifi,6.4268201104642955e-06,1.225382287130211e-05
prepar,8.256946378406516e-05,8.593871432603297e-05
cia,9.979078580083962e-06,3.737447217938734e-05
flew,2.3394783609163658e-05,1.9677745155117302e-05
logic,2.1851596815727956e-05,3.7431251689772574e-05
affect,2.1812607806126763e-05,1.6688369167671923e-05
skirt,9.591904502058281e-06,6.909577316755274e-06
nineteen,3.4295476515363026e-05,1.6619079372739692e-05
breakdown,1.104967213107967e-05,8.448269811255045e-06
william,7.149006657616968e-05,5.765601121932785e-05
batteri,1.2445808353419546e-05,5.055443217811266e-05
